ApplicantID,Industry,CompanyName,JobDescription,Position,Salary,YearsOfExperience
33366,food  beverage,pt adicipta boga intiprima,mensupport tugas pm memastikan proyek berjalan tepat waktu mengawasi pekerjaan subkon vendor kontraktor membuat gambar kerja layout membuat laporan progress kerja mingguan bulanan berkoordinasi dengan pihak pihak terkait,project supervisor,6000000,1
33371,travel travel travel, pt dwidaya world wide antavaya pthis international tour   travel,as travel consultant serve customer for travel things as corporate travel consultant serve customer for travel things as emergence travel asisstance serve customer request out of office hours,staff staff staff,4633333,1
33376,jasa,pt aksindo,melakukan survei lokasi dan mengajak kepada pemilik lahan parkir untuk bekerja sama dalam mengelola perparkiran,site aquistion,6000000,2
33380,pendidikan perguruan tinggi developer developer,universitas swadaya gunug jati cirebon pt menorah development pt menorah development,mengajarkan kepada para mahasiwa didikan saya agar dapat menggunakan aplikasi perhitungan struktur memahami dasar dasar perhitungan struktur berdasaskan sni sehingga mampu menganalisa atau merencanakan sebuah bangunan baik yang sederhana maupun highrise membantu pekerjaan project officer untuk mengawasi pembangunan unit rumah agar sesuai dengan mutu yang diharapkan dan waktu yang telah ditentukan sesuai spk membuat rencana anggaran biaya untuk perbandingan harga dari penawaran kontraktor merencanakan jadwal kerja agar sesuai spk merencanakan dan mengawasi pembangunan fasilitas perumahan seperti pembuatan pos jaga pembuatan jalan dan fasilitas lainnya note walaupun posisi sebagai asisten tapi kerjaan saya sama dengan project officer mengawasi pembangunan perumahan di kota batam dimana tahap unit rumah lantai sudah diserahterimakan kepada konsumen dan mulai membangun untuk tahap unit rumah lantai serta merencanakan gambar dan membuat rab dan mengawasi semua pembangunan fasilitas perumahan seperti pembangunan pos jaga membuat jaringan penerangan jalan umum pju pembuatan jalan beton pembuatan taman pembuatan jaringan air bersih dan air kotor jaringan listrik dan jaringan indihome membantu pembangunan di tempat lain selama itu masih masuk project kantor,asisten dosen asisten project officer project officer,3833333,1
33382,computer assembling and accesories developer,pt citra baru megah pt adaya asia, ,accounting and tax manager finance accounting and tax manager,11500000,8
33384,konstruksi dan renovasi,pt bangun mataram jaya contractor  pt rukita bhinneka indonesia,melaksanakan pekerjaan sesuai dengan program kerja metode kerja gambar kerja dan spesikasi pekerjaan mengadakan pemeriksaan dan pengukuran hasil kerja pemecahan atas kesulitan yangterjadi pada proses bertanggung jawab atas segala pekerjaan yang terjadi di lapangan mengontrol setiap kebutuhan proyek untuk dikirim kemanajer proyek,project supervisor,6000000,2
33387,konsultan,pt quantum hrm internasional,,staf it dan olah data,2500000,3
33392,tembakau,pt japan tobacco international,melakukan survey dan validasi untuk menentukan segmentasi customer dan consumer menjalankan program promosi dengan memasang atau mendisplay material promosi membuat dan menjalankan activity program promosi yang sesuai dengan target market di channel ritel mt gt spg horeca dan komunitas melakukaan analisa dan kontrol terhadap program marketing yang berjalan memberikan masukan yang konstruktif untuk mengidentifikasi area potensial dan area yang memperlukan improvement membuat laporan kerja mingguan dan bulanan berkoordinasi dengan tim sales untuk mengembangkan dan mengimplementasikan rencana strategis agar mendapatkan pencapaian maksimal memberikan riset pasar dan analisis pertumbuhan bisnis perusahaan situasi pasar tren pasar persaingan serta tantangan dan peluang yang dihadapi perusahaan menganalisis market share,field marketing representative,8732000,2
33400,retail otomotif,pt telesindo shop pt megatama mandiri,memastikan kegiatan operasional berjalan dg baik sesuai dengan sop perusahaan membantu customer service menyelesaikan case yang membutuhkan eskalasi ke tim terkait membuat laporan berita acara perhitungan uang membuat laporan laba rugi kantor cabang mengelola petty cash cabang mengawasi kinerja staff cs bo cashier ob agar sesuai standar perusahaan menjual produk mobil melayani customer handle complain canvasing pameran promotion memastikan kendaraan sampainke customer,spc customer service sales executive,4500000,6
33402,outsource forwarding,mitra integrasi informatika smline,helpdesk support guide user by phone remote pc client use rdp remote desktop program vm ware virtual machine create user vm and troubleshooting vm hyper create image vhd vhdx ad active directory create user ad setting policy install windows server troubleshooting hardware thin client install hardware setting hardware thin client for user and troubleshooting microsoft exchange install server exchange server create user exchange server setting exchange user mail at outlook troubleshooting server troubleshooting user exchange isa server install isa server and proxy server create policy for user proxy and troubleshooting server isa proxy and server hardware troubleshooting client pc helpdesk user guide use os windows and programtechnical support setting and troubleshooting printer network engineering install setting and software modem router for internet connection local area network create vpn setting vpn troubleshooting vpn mikrotik set vpn bandwidth manager routing isp firewall,it assc it support,5000000,4
