JobID;JobTitle;DescriptionRequirement
1537;senior associate;keahlian mengerti tentang hukum indonesia fasih dalam bahasa inggris dan bahasa indonesia lisan dan tulisan dapat mengoperasikan microsoft word power point dengan baik requirements pendidikan minimal hukum atau hukum usia maksimal tahun berpengalaman di law firm atau divisi hukum minimal tiga tahun memiliki kta peradi mengerti tentang hukum indonesia pengalaman membuat legal opinion dan koreksi surat perjanjian kontrak dan sejenisnya minimal tahun memiliki komunikasi yang baik ramah teliti dan mampu bekerjasama dengan tim penempatan surabaya
1538;engineering staff;handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset usia maksimal tahun pendidikan minimal smk jurusan teknik elektro pengalaman minimal tahun di apartment tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya
1539;resident relation;menjalin dan membina hubungan baik dengan semua penghuni penyewa di apartement gunawangsa menerima keluhan dari penghuni baik tertulis maupun lisan dan menindaklanjuti setiap keluhan sampai tuntas sesuai dengan prosedur yang ada memahami dengan baik dan benar apartment gunawangsa house rules regulations serta perubahan perubahan ketentuan yang ada di dalamnya memahami dan menjalani semua prosedur prosedur yang ada melakukan kerjasama dan koordinasi dengan departemen departemen lain untuk dapat memberikan pelayanan yang terbaik kepada semua penghuni dan penyewa mendata semua karyawan srs dan perubahannya serta menyiapkan kartu identitas untuk karyawan membantu finance accounting department untuk mengingatkan penghuni atas keterlambatan pembayaran pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan semua jurusan pengalaman minimal tahun diposisi yang sama lebih diutamakan penampilan menarik menguasai microsoft office memiliki kemampuan komunikasi yang baik bertanggung jawab teliti jujur dan disiplin mampu berbahasa inggris
1540;supervisor legal;memahami dan mampu mempersiapkan persyaratan jual beli dan perikatan dengan bank dan sanggup melaksanakan prosesnya dalam hal ini bagian legal kerjasama dengan notaris ppat yang ditunjuk untuk melaksanakan jual beli dan melengkapi persyaratan akad kredit sesuai ketentuan bank kreditur mengkoordinir staf legal agar pekerjaan berjalan sesuai dengan arahan atasan mensupport dan mengelolah dokumen perusahaan khususnya yang berhubungan dengan perjanjian kerjasama maupun legal contract mereview legal contract perjanjian kerjasama dan dokumen legal lain yang berhubungan dengan project perusahaan dimana ditempatkan melakukan tugas clerical secara umum termasuk tetapi tidak terbatas pada fotocopy faks surat menyurat dan filling dokumen menguasai pembuatan dan review surat perjanjian beserta monitoring validitasnya penyelesaian sengketa hukum perusahaan memahami dengan baik undang undang dan segala peraturan pertanahan hukum perpajakan dan peraturan yang berhubungan dengan pembangunan proyek properti pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan hukum lebih diutamakan pengalaman minimal tahun sebagai legal supervisor koordinator legal berpengalaman di perusahaan property lebih diutamakan tegas target oriented memiliki sertifikat peradi advokat disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill
1541;staff bm me;melakukan kegiatan perawatan asset bangunan perusahaan secara periodik melakukan pengecekan stock bahan bakar solar untuk genset mengadakan penyemprotan nyamuk secara berkala melakukan electricity water drill untuk melakukan genset mengatur lift mengatur pompa air melakukan perbaikan apabila adanya kerusakan listrik lift dsb membuat laporan bulanan terkait kebutuhan bahan repair membuat jadwal perbaikan berkala pria usia max tahun pendidikan min semua jurusan memiliki pengalaman min th untuk posisi building maintenance memiliki sim dan bersedia mobile memiliki pengetahuan mengenai arus kuat dan arus lemah pekerja keras jujur disiplin mampu bekerja dibawah tekanan ulet dan mau belajar
1542;staff outlet;melakukan greeting kepada customer memberikan menu kepada customer melakukan order minuman menghidangkan minuman ke customer menerima kritikan dan saran dari customer membuat laporan terkait ketersediaan bahan dan penjualan laki laki perempuan usia maksimal tahun good looking kreatif pekerja keras dan disiplin komunikatif dan murah senyum
1543;hrd payrol staf;membuat dan menetapkan kebijakan kebijakan dalam perhitungan gaji upah lembur serta penyediaan fasilitas bagi karyawan membuat dan memeriksa kebenaran perhitungan gaji upah karyawan melakukan proses bpjs dari mulai mendafatarkan dan mengeluarkan karyawan dari kepesertaan mengurus dan menyiapkan pembayaran asuransi karyawan setiap bulannya maintain data karyawan pada sistem hris membuat st sp dan skp menjadwalkan training untuk all departement laki laki perempuan maksimal tahun minimal pendidikan psikologi atau hukum pengalaman tahun di posisi yang sama freshgraduate di persilahkan mengerti uud ketenaga kerjaan memahami proses bpjs memiliki pengalaman di bidang payroll lebih diutamakan memiliki kemampuan komunikasi negosiasi dan analisa yang baik multitasking
1544;digital marketing specialist;membuat strategi digital marketing untuk facebook instagram ads dan google ads mendatangkan traffic yang berkualitas ke bisnis melalui strategi digital organik dan berbayar menggunakan analytics tools dan mengolah data untuk evaluasi dan reporting mengelola website membuat copywriting dan content untuk meningkatkan penjualan membuat graphic design banner untuk product image dan content di social media minimal jurusan marketing management public relation communication advertising creative multimedia mahir dan berpengalaman minimal tahun dalam iklan paid per click terutama facebook instagram ads dan google ads mahir dan berpengalaman minimal tahun dalam mengoptimasi website menggunakan strategi seo google adwords content management system berpengalaman dalam menggunakan analytics tools dan menghasilkan data untuk reporting mahir dalam membuat copywriting dan mampu meningkatkan penjualan dapat menggunakan program adobe photoshop adobe ilustrator adobe premier in design microsoft office powerpoint excel word outlook
1545;supervisor finance;tugas dan tanggung jawab memeriksa invoice sebelum ditandatangan direksi dan sebelum dikirim ke client mengontrol tim dalam pengiriman invoice mengontrol tim dalam follow up faktur dan pembayaran follow up pembayaran dengan follow up by email wa dan telephone memeriksa surat finance ii dan iii membuat memo legal untuk invoice yang belum dibayar membuat target setiap awal dan melaporkan progres setiap minggu mengontrol laporan pembayaran dan osd pixel amn tenant dan lainnya membuat laporan bulanan job requirement laki laki perempuan tahun ekonomi management dan management pengalaman sebagai spv finance min tahun bahasa inggris aktif pasif good computer skill microsoft office outlook pdf menguasai accounting system accurate sap jurnalid zahir mayob dll menguasai administrasi perkantoran dan menguasai transaksi bank menguasai pph dan ayat menhuasai ppn menguasai pb
1546;sekretaris;performing all executive secretarian task for director able to administration work attentation to details provide on daily matters which may include the private needs provide reports and minutes of meeting scheduling appointments and maintaining confidential files handling of correspondences with local and other claim such as mobile phone booking and arranging travel transport and accommodation organizing event and conferences typing compiling and prepare report presentation and correspondence perform other related duties as required maximum age years old candidate must be posses bachelor degree with gpa min fluent in english both oral and written good looking appearance and attractive minimum years experience in the law architect excellence communication interpersonal skill fast respon and self discipline willing to be placed in jakarta pusat
